Fd,F,Error,Input
2,1.604189992,0.395810008,2.434572038
2,1.444039583,0.555960417,2.436445375
2,1.665175915,0.334824085,2.43782765
2,1.793466091,0.206533909,2.438673805
2,1.72763598,0.27236402,2.439601651
2,1.646589398,0.353410602,2.440809092
2,1.668037653,0.331962347,2.442021315
2,1.651375175,0.348624825,2.443263034
2,1.620153189,0.379846811,2.444605505
2,1.489761829,0.510238171,2.44633805
2,1.940819025,0.059180975,2.446911947
2,1.844247103,0.155752897,2.4473954
2,1.475383162,0.524616838,2.448988929
2,1.512043476,0.487956524,2.450774901
2,1.679808497,0.320191503,2.452061802
2,1.824722648,0.175277352,2.452808732
2,1.918617129,0.081382871,2.453176826
2,1.714099526,0.285900474,2.454042454
2,1.275556087,0.724443913,2.456299617
2,1.731529355,0.268470645,2.45763089
2,1.986770988,0.013229012,2.457882708
2,1.958010077,0.041989923,2.458010863
2,1.6546067,0.3453933,2.459011556
2,1.547100186,0.452899814,2.46055599
2,1.805007339,0.194992661,2.461464289
2,1.684340835,0.315659165,2.462504129
2,1.898852468,0.101147532,2.46303987
2,1.822811604,0.177188396,2.463616915
2,1.720836282,0.279163718,2.464540324
2,1.490239382,0.509760618,2.466190985
2,1.746743798,0.253256202,2.467307911
2,1.862187028,0.137812972,2.467896392
2,1.841847897,0.158152103,2.468449468
2,1.809298992,0.190701008,2.469109953
2,1.517683506,0.482316494,2.470613
2,1.809971809,0.190028191,2.471530932
2,1.862593055,0.137406945,2.472067694
2,1.890023828,0.109976172,2.472485553
2,1.921352267,0.078647733,2.472793747
4,1.530480862,2.469519138,2.479771319
4,1.872601628,2.127398372,2.48770365
4,2.525702715,1.474297285,2.493533601
4,2.531822681,1.468177319,2.498823935
4,2.580782175,1.419217825,2.503972287
4,2.375914097,1.624085903,2.509655102
4,2.294541597,1.705458403,2.515729654
4,2.456486702,1.543513298,2.521415858
4,2.706598759,1.293401241,2.526272192
4,2.52116704,1.47883296,2.531447646
4,2.578263283,1.421736717,2.536611575
4,2.27348423,1.72651577,2.542583208
4,2.609118223,1.390881777,2.54785889
4,2.601702929,1.398297071,2.552886827
4,2.823997259,1.176002741,2.557298272
4,2.786866426,1.213133574,2.561635849
4,2.929598331,1.070401669,2.56560348
4,3.320752144,0.679247856,2.568361695
4,2.642066479,1.357933521,2.572707308
4,2.615649939,1.384350061,2.577669835
4,2.864141464,1.135858536,2.581957719
4,2.845550776,1.154449224,2.586098863
4,3.34428668,0.65571332,2.58885842
4,2.895087957,1.104912043,2.592476744
4,3.224867582,0.775132418,2.595531045
4,2.663547754,1.336452246,2.599893217
4,3.149291992,0.850708008,2.603344361
4,2.779719114,1.220280886,2.607441714
4,3.308808804,0.691191196,2.610353274
4,2.84101367,1.15898633,2.614151389
4,3.687961578,0.312038422,2.615952285
4,3.491678715,0.508321285,2.617625216
4,3.70163393,0.29836607,2.618867298
4,3.537302732,0.462697268,2.620401543
4,3.155158281,0.844841719,2.623137258
4,2.956484318,1.043515682,2.626734975
4,3.684708834,0.315291166,2.628452603
4,3.298505306,0.701494694,2.630669021
4,3.21756196,0.78243804,2.633421043
4,3.099554777,0.900445223,2.63656824
4,3.275411129,0.724588871,2.639317445
4,3.480870724,0.519129276,2.641350678
4,3.656417131,0.343582869,2.642728014
4,3.34794879,0.65205121,2.644828623
4,3.392213345,0.607786655,2.647052067
4,3.509224176,0.490775824,2.648912469
4,3.223435879,0.776564121,2.651479469
4,3.498697758,0.501302242,2.653504366
4,3.530237913,0.469762087,2.655220742
4,3.544799566,0.455200434,2.656871113
4,3.709056377,0.290943623,2.658049915
4,3.756007195,0.243992805,2.65896585
4,4.006203651,-0.006203651,2.659143674
4,3.64991951,0.35008049,2.660118937
4,3.247200251,0.752799749,2.66250684
4,3.359254837,0.640745163,2.664903166
4,3.899457216,0.100542784,2.665697282
4,3.275580645,0.724419355,2.667806091
4,2.968560696,1.031439304,2.671273656
4,3.732161283,0.267838717,2.672848756
4,4.338291168,-0.338291168,2.672115812
4,3.901081562,0.098918438,2.672122151
4,4.172697544,-0.172697544,2.671717732
4,3.586185694,0.413814306,2.672738254
4,3.415442467,0.584557533,2.674706067
4,3.261848211,0.738151789,2.677240538
4,3.442844868,0.557155132,2.679391094
4,3.091668129,0.908331871,2.682380147
4,3.474890471,0.525109529,2.684577119
4,3.991713047,0.008286953,2.68502041
4,3.854453564,0.145546436,2.68543457
4,3.876856089,0.123143911,2.68589581
4,4.163683414,-0.163683414,2.685536011
4,4.040277004,-0.040277004,2.685292289
6,3.479898214,2.520101786,2.692316353
6,3.466747761,2.533252239,2.70142554
6,3.946904182,2.053095818,2.70920081
6,3.963254213,2.036745787,2.716546175
6,4.524887562,1.475112438,2.722305887
6,4.192568302,1.807431698,2.728546785
6,3.829428434,2.170571566,2.736070331
6,4.099197388,1.900802612,2.743129036
6,4.713839054,1.286160946,2.748250928
6,4.36771965,1.63228035,2.753850242
6,4.236505508,1.763494492,2.760093851
6,4.252453327,1.747546673,2.766397777
6,4.425252438,1.574747562,2.772205108
6,3.889111757,2.110888243,2.779375393
6,4.823370934,1.176629066,2.784358665
6,4.21596384,1.78403616,2.790295269
6,4.469837189,1.530162811,2.796006954
6,4.92882967,1.07117033,2.800230361
6,5.117980003,0.882019997,2.803556954
6,4.907874107,1.092125893,2.807320522
6,5.69780159,0.30219841,2.809040378
6,4.867146015,1.132853985,2.812454128
6,5.78233099,0.21766901,2.813969885
6,5.438053608,0.561946392,2.81571747
6,5.022246838,0.977753162,2.818904736
6,5.612814426,0.387185574,2.820771058
6,5.598826408,0.401173592,2.822204092
6,4.722637653,1.277362347,2.826101646
6,4.87804842,1.12195158,2.830265
6,6.241047382,-0.241047382,2.830487629
6,5.783314705,0.216685295,2.83090151
6,5.57545042,0.42454958,2.832263597
6,6.104894638,-0.104894638,2.832309531
6,5.616650105,0.383349895,2.833298995
6,6.499262333,-0.499262333,2.832207741
6,4.614444256,1.385555744,2.835687887
6,5.604475498,0.395524502,2.8379038
6,6.489379406,-0.489379406,2.836849957
6,5.889293671,0.110706329,2.836768432
6,5.895206928,0.104793072,2.837150417
6,5.899899483,0.100100517,2.837514533
6,6.439674377,-0.439674377,2.836363525
6,5.505539894,0.494460106,2.837396274
6,5.876462936,0.123537064,2.838137746
6,6.433688641,-0.433688641,2.837022247
6,6.159311295,-0.159311295,2.836316539
6,6.353631496,-0.353631496,2.835223869
6,6.390209198,-0.390209198,2.833848378
6,6.219818115,-0.219818115,2.83292072
6,6.077593327,-0.077593327,2.832527604
6,5.948141098,0.051858902,2.832610735
6,5.797321796,0.202678204,2.833219721
6,5.992898941,0.007101059,2.833401746
6,5.672082424,0.327917576,2.834325596
6,5.767051697,0.232948303,2.835240186
6,5.729273319,0.270726681,2.836184579
6,5.033093452,0.966906548,2.839108499
6,5.725478172,0.274521828,2.840650685
6,5.40662241,0.59337759,2.84253176
6,5.13910675,0.86089325,2.845416963
6,6.003648758,-0.003648758,2.846095461
6,5.878983974,0.121016026,2.846431387
6,5.840874672,0.159125328,2.84697375
6,5.942912579,0.057087421,2.847260896
6,6.512187481,-0.512187481,2.845872441
6,6.462882996,-0.462882996,2.844166618
6,6.148136616,-0.148136616,2.843381529
6,5.365021229,0.634978771,2.84504096
6,5.849536419,0.150463581,2.845970242
6,6.097465038,-0.097465038,2.84581771
6,6.331954002,-0.331954002,2.844810267
6,5.897395134,0.102604866,2.844831997
6,4.87239933,1.12760067,2.848071363
6,5.828373432,0.171626568,2.849453998
6,5.405180931,0.594819069,2.851256793
6,5.990940094,0.009059906,2.851758016
6,5.930324554,0.069675446,2.851960355
6,6.254059792,-0.254059792,2.851304728
6,5.661366463,0.338633537,2.852049654
6,6.098238468,-0.098238468,2.852045493
6,5.530283451,0.469716549,2.853282109
6,5.26577282,0.73422718,2.855713718
6,6.416920662,-0.416920662,2.855133722
6,4.886106491,1.113893509,2.857919087
6,6.090028286,-0.090028286,2.858558123
6,6.041608334,-0.041608334,2.858369597
6,4.999289513,1.000710487,2.8611383
6,5.835682869,0.164317131,2.862398956
6,6.00021553,-0.00021553,2.862529806
6,5.732367992,0.267632008,2.863279003
6,6.039916992,-0.039916992,2.863381341
6,5.706246853,0.293753147,2.864171917
6,5.672290325,0.327709675,2.865324506
6,5.701725483,0.298274517,2.866421843
6,5.226239204,0.773760796,2.868826992
6,6.011928558,-0.011928558,2.869412601
6,4.497260571,1.502739429,2.873610729
6,5.498156071,0.501843929,2.876218083
6,5.927772045,0.072227955,2.876821797
6,5.703544617,0.296455383,2.877709654
6,5.709777355,0.290222645,2.878759442
6,5.170063019,0.829936981,2.881315443
6,5.500484943,0.499515057,2.883378035
6,5.390024185,0.609975815,2.885485579
6,6.079857826,-0.079857826,2.885749958
6,5.573265076,0.426734924,2.88688093
6,5.262228966,0.737771034,2.889288077
6,5.740941048,0.259058952,2.890603658
6,5.550106525,0.449893475,2.892070607
6,4.90159893,1.09840107,2.895506045
6,5.150069237,0.849930763,2.898764572
6,5.229384422,0.770615578,2.90160224
6,5.371806622,0.628193378,2.903977674
6,4.472264767,1.527735233,2.908757888
6,5.698592663,0.301407337,2.910824016
6,5.552995205,0.447004795,2.912316756
6,5.345557213,0.654442787,2.914506799
6,5.507284164,0.492715836,2.916409958
6,4.894080639,1.105919361,2.919900705
6,4.498614311,1.501385689,2.92498932
6,4.813091278,1.186908722,2.929513773
6,5.699687958,0.300312042,2.931304174
6,5.423657417,0.576342583,2.933158183
6,5.642478943,0.357521057,2.934620316
6,4.820279121,1.179720879,2.938209551
6,4.794948101,1.205051899,2.942527473
6,5.167443752,0.832556248,2.945822672
6,5.06244278,0.93755722,2.949113877
6,5.065441608,0.934558392,2.952480687
6,5.002545834,0.997454166,2.956021205
6,4.380437851,1.619562149,2.961353942
6,5.438153267,0.561846733,2.964222763
6,5.124083996,0.875916004,2.967124805
6,4.70113802,1.29886198,2.971462351
6,4.949355125,1.050644875,2.975443247
6,4.904402733,1.095597267,2.979351435
6,5.310305595,0.689694405,2.982159057
6,5.207406998,0.792593002,2.984930073
6,5.381895065,0.618104935,2.987294841
6,4.74518919,1.25481081,2.991302795
6,5.10948801,0.89051199,2.994800078
6,4.692873955,1.307126045,2.99917244
6,5.06680727,0.93319273,3.002831081
6,5.079874516,0.920125484,3.006153986
6,5.236399174,0.763600826,3.009028169
8,5.342917442,2.657082558,3.017078881
8,4.848736286,3.151263714,3.028028085
8,5.131233215,2.868766785,3.038581643
8,5.345548153,2.654451847,3.048309122
8,5.661336899,2.338663101,3.05698094
8,5.187670708,2.812329292,3.066726392
8,5.851930141,2.148069859,3.074990851
8,5.814602375,2.185397625,3.082828421
8,5.997673035,2.002326965,3.090183254
8,5.562796116,2.437203884,3.098609287
8,5.600660801,2.399339199,3.1072772
8,5.409632683,2.590367317,3.116449699
8,5.525786877,2.474213123,3.12544979
8,6.215979576,1.784020424,3.132424418
8,6.593174458,1.406825542,3.137790746
8,6.963466167,1.036533833,3.141818501
8,6.589234352,1.410765648,3.146597872
8,6.237730503,1.762269497,3.152660839
8,6.407948017,1.592051983,3.1585284
8,5.694241047,2.305758953,3.166258166
8,6.008991241,1.991008759,3.173677598
8,6.333433151,1.666566849,3.179936792
8,6.702332973,1.297667027,3.184903514
8,5.830321312,2.169678688,3.192016747
8,6.470736504,1.529263496,3.198034428
8,6.382109165,1.617890835,3.203787933
8,6.381570816,1.618429184,3.209613848
8,6.506747246,1.493252754,3.215089699
8,6.500324726,1.499675274,3.220483392
8,6.892524719,1.107475281,3.224784063
8,6.776225567,1.223774433,3.229096611
8,6.646699905,1.353300095,3.233864871
8,6.423829079,1.576170921,3.23936079
8,6.509843826,1.490156174,3.244794164
8,7.178628445,0.821371555,3.248286129
8,6.73870945,1.26129055,3.25247484
8,6.765050888,1.234949112,3.25694173
8,6.52990675,1.47009325,3.26204595
8,6.71245718,1.28754282,3.266827145
8,7.215373993,0.784626007,3.270054132
8,6.694081306,1.305918694,3.274338405
8,6.622304916,1.377695084,3.279240686
8,6.873548985,1.126451015,3.283496905
8,6.521163464,1.478836536,3.288538808
8,6.753111839,1.246888161,3.293213164
8,6.705203056,1.294796944,3.297836106
8,6.554500103,1.445499897,3.302919344
8,6.839675903,1.160324097,3.307324651
8,6.679216385,1.320783615,3.311951104
8,6.372028351,1.627971649,3.317566052
8,6.935168266,1.064831734,3.321849958
8,7.129896641,0.870103359,3.325138113
8,7.038386345,0.961613655,3.328526714
8,7.039798737,0.960201263,3.331984568
8,7.436742783,0.563257217,3.334329849
8,6.330504417,1.669495583,3.339455043
8,6.76305151,1.23694849,3.344254095
8,6.818477154,1.181522846,3.348551918
8,6.700947285,1.299052715,3.353134484
8,7.199449539,0.800550461,3.356415267
8,6.582849979,1.417150021,3.361023728
8,6.598472118,1.401527882,3.366081726
8,7.079414368,0.920585632,3.369780588
8,6.789085388,1.210914612,3.373907617
8,7.10062027,0.89937973,3.377394612
8,6.9369874,1.0630126,3.381090551
8,7.278166294,0.721833706,3.383962096
8,7.022089005,0.977910995,3.387277713
8,7.213951588,0.786048412,3.390260978
8,7.335181713,0.664818287,3.392751308
8,7.319819927,0.680180073,3.395187666
8,7.032558918,0.967441082,3.398440646
8,7.36595583,0.63404417,3.400989922
8,7.433666706,0.566333294,3.402977454
8,7.093221188,0.906778812,3.405939377
8,7.002969265,0.997030735,3.409456486
8,7.216321945,0.783678055,3.412448409
8,7.063482761,0.936517239,3.4156976
8,6.565917969,1.434082031,3.420462243
8,7.640248775,0.359751225,3.422616812
8,7.129352093,0.870647907,3.425342428
8,7.763235569,0.236764431,3.426701886
8,7.511015415,0.488984585,3.428260455
8,7.708273888,0.291726112,3.429468476
8,7.315554619,0.684445381,3.431618303
8,7.82885313,0.17114687,3.432645071
8,7.486992836,0.513007164,3.434218409
8,7.327685833,0.672314167,3.436511294
8,6.561075687,1.438924313,3.441078133
8,7.095173359,0.904826641,3.444762787
8,7.026994705,0.973005295,3.448211064
8,7.464746475,0.535253525,3.450488178
8,7.450057983,0.549942017,3.452456218
8,7.028040886,0.971959114,3.455617657
8,7.467458725,0.532541275,3.45788634
8,7.151925564,0.848074436,3.460686982
8,7.45327282,0.54672718,3.462896277
8,7.688310623,0.311689377,3.464206389
8,7.083020687,0.916979313,3.467023283
8,7.348428726,0.651571274,3.469581266
8,7.159040451,0.840959549,3.47245721
8,7.196152687,0.803847313,3.47538075
8,7.289937973,0.710062027,3.478012001
8,7.323825836,0.676174164,3.480473338
8,7.156019688,0.843980312,3.483377423
8,7.460493565,0.539506435,3.485563225
8,7.466051102,0.533948898,3.487489887
8,7.320455551,0.679544449,3.489819771
8,7.564786434,0.435213566,3.491582004
8,7.648446083,0.351553917,3.492914526
8,7.321814537,0.678185463,3.495094688
8,7.530673504,0.469326496,3.496951351
8,7.633522511,0.366477489,3.498352949
8,6.890139103,1.109860897,3.501753742
8,7.185281754,0.814718246,3.504922841
8,7.35310173,0.64689827,3.507385931
8,7.51134634,0.48865366,3.50927168
8,7.296708584,0.703291416,3.511631819
8,6.953891754,1.046108246,3.515123555
8,7.325231075,0.674768925,3.517849795
8,7.413289547,0.586710453,3.520032399
8,7.161072731,0.838927269,3.522850764
8,7.070321083,0.929678917,3.526125007
8,6.959946632,1.040053368,3.529780899
8,7.189914227,0.810085773,3.532881182
8,6.884040833,1.115959167,3.536653936
8,7.552140236,0.447859764,3.538800711
8,7.304177284,0.695822716,3.541107302
8,7.297626019,0.702373981,3.543630608
8,7.286269188,0.713730812,3.546190953
8,7.255517483,0.744482517,3.548846489
8,7.915578365,0.084421635,3.549678456
8,7.514994144,0.485005856,3.551104009
8,7.812828541,0.187171459,3.552016094
8,7.18659687,0.81340313,3.55444336
8,7.534511566,0.465488434,3.55639745
8,7.476926327,0.523073673,3.558234447
8,7.436552525,0.563447475,3.560230559
8,7.272989273,0.727010727,3.562716947
8,7.902235508,0.097764492,3.563572296
8,7.512954712,0.487045288,3.565014235
8,7.521986485,0.478013515,3.566742309
8,7.415484428,0.584515572,3.568761363
8,6.773124695,1.226875305,3.572664226
8,6.849740982,1.150259018,3.576866452
8,6.960074425,1.039925575,3.580698451
8,7.113510609,0.886489391,3.584012561
8,7.236404896,0.763595104,3.586859819
8,7.108914852,0.891085148,3.589965734
8,7.412034988,0.587965012,3.592324904
8,7.563431549,0.436568451,3.594857668
